name,id
"Population: Female, Moderate Activity Limitation",Count_Person_Female_ModerateActivityLimitation
"Population: Female, Native",Count_Person_Female_Native
"Population: Female, Native Hawaiian or Other Pacific Islander Alone",Count_Person_Female_NativeHawaiianAndOtherPacificIslanderAlone
"Population: Female, Native Hawaiian And Other Pacific Islander Alone or In Combination With One or More Other Races",Count_Person_Female_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Female, Native Hawaiian or Other Pacific Islander Alone",Count_Person_Female_NativeHawaiianOrOtherPacificIslanderAlone
"Population: Female, No Activity Limitation",Count_Person_Female_NoActivityLimitation
"Population: Female, Non White",Count_Person_Female_NonWhite
"Population: Female, Normalweight",Count_Person_Female_Normalweight
"Population: Female, Not Hispanic or Latino",Count_Person_Female_NotHispanicOrLatino
"Population: Female, Not Hispanic or Latino & American Indian And Alaska Native Alone or In Combination With One or More Other Races",Count_Person_Female_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Female, Not Hispanic or Latino & American Indian or Alaska Native Alone",Count_Person_Female_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone
"Population: Female, Not Hispanic or Latino & Asian Alone",Count_Person_Female_NotHispanicOrLatino_AsianAlone
"Population: Female, Not Hispanic or Latino & Asian Alone or In Combination With One or More Other Races",Count_Person_Female_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Female, Not Hispanic or Latino & Asian or Pacific Islander",Count_Person_Female_NotHispanicOrLatino_AsianOrPacificIslander
"Population: Female, Not Hispanic or Latino & Black or African American Alone",Count_Person_Female_NotHispanicOrLatino_BlackOrAfricanAmericanAlone
"Population: Female, Not Hispanic or Latino & Black or African American Alone or In Combination With One or More Other Races",Count_Person_Female_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Female, Not Hispanic or Latino & Native Hawaiian And Other Pacific Islander Alone or In Combination With One or More Other Races",Count_Person_Female_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Female, Not Hispanic or Latino & Native Hawaiian or Other Pacific Islander Alone",Count_Person_Female_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone
"Population: Female, Not Hispanic or Latino & Two or More Races",Count_Person_Female_NotHispanicOrLatino_TwoOrMoreRaces
"Population: Female, Not Hispanic or Latino & White Alone",Count_Person_Female_NotHispanicOrLatino_WhiteAlone
"Population: Female, Not Hispanic or Latino & White Alone or In Combination With One or More Other Races",Count_Person_Female_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Female, Obesity",Count_Person_Female_Obesity
"Population: Female, Overweight",Count_Person_Female_Overweight
"Population: Female, Pre Obese",Count_Person_Female_PreObese
"Population: Female, Adult Correctional Facilities",Count_Person_Female_ResidesInAdultCorrectionalFacilities
"Population: Female, College or University Student Housing",Count_Person_Female_ResidesInCollegeOrUniversityStudentHousing
"Population: Female, Group Quarters",Count_Person_Female_ResidesInGroupQuarters
"Population: Female, Institutionalized Group Quarters",Count_Person_Female_ResidesInInstitutionalizedGroupQuarters
"Population: Female, Juvenile Facilities",Count_Person_Female_ResidesInJuvenileFacilities
"Population: Female, Military Quarters or Military Ships",Count_Person_Female_ResidesInMilitaryQuartersOrMilitaryShips
"Population: Female, Noninstitutionalized Group Quarters",Count_Person_Female_ResidesInNoninstitutionalizedGroupQuarters
"Population: Female, Nursing Facilities",Count_Person_Female_ResidesInNursingFacilities
"Population: Female, Severe Activity Limitation",Count_Person_Female_SevereActivityLimitation
"Population: Female, Some Other Race Alone",Count_Person_Female_SomeOtherRaceAlone
"Population: Female, Two or More Races",Count_Person_Female_TwoOrMoreRaces
"Population: Female, Underweight",Count_Person_Female_Underweight
"Population: Female, White Alone",Count_Person_Female_WhiteAlone
"Population: Female, White Alone Not Hispanic or Latino",Count_Person_Female_WhiteAloneNotHispanicOrLatino
"Population: Female, White Alone or In Combination With One or More Other Races",Count_Person_Female_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Female, With Earnings",Count_Person_Female_WithEarnings
Population: Hearing Difficulty,Count_Person_HearingDifficulty
Population: Hispanic or Latino,Count_Person_HispanicOrLatino
Population: Hispanic or Latino & American Indian And Alaska Native Alone or In Combination With One or More Other Races,Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces
Population: Hispanic or Latino & American Indian or Alaska Native Alone,Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone
Population: Hispanic or Latino & Asian Alone,Count_Person_HispanicOrLatino_AsianAlone
Population: Hispanic or Latino & Asian Alone or In Combination With One or More Other Races,Count_Person_HispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces
Population: Hispanic or Latino & Asian or Pacific Islander,Count_Person_HispanicOrLatino_AsianOrPacificIslander
Population: Hispanic or Latino & Black or African American Alone,Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone
Population: Hispanic or Latino & Black or African American Alone or In Combination With One or More Other Races,Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces
Population: Hispanic or Latino & Native Hawaiian And Other Pacific Islander Alone or In Combination With One or More Other Races,Count_Person_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces
Population: Hispanic or Latino & Native Hawaiian or Other Pacific Islander Alone,Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone
"Population: Hispanic or Latino, Adult Correctional Facilities",Count_Person_HispanicOrLatino_ResidesInAdultCorrectionalFacilities
"Population: Hispanic or Latino, College or University Student Housing",Count_Person_HispanicOrLatino_ResidesInCollegeOrUniversityStudentHousing
"Population: Hispanic or Latino, Group Quarters",Count_Person_HispanicOrLatino_ResidesInGroupQuarters
"Population: Hispanic or Latino, Institutionalized Group Quarters",Count_Person_HispanicOrLatino_ResidesInInstitutionalizedGroupQuarters
"Population: Hispanic or Latino, Juvenile Facilities",Count_Person_HispanicOrLatino_ResidesInJuvenileFacilities
"Population: Hispanic or Latino, Military Quarters or Military Ships",Count_Person_HispanicOrLatino_ResidesInMilitaryQuartersOrMilitaryShips
"Population: Hispanic or Latino, Noninstitutionalized Group Quarters",Count_Person_HispanicOrLatino_ResidesInNoninstitutionalizedGroupQuarters
"Population: Hispanic or Latino, Nursing Facilities",Count_Person_HispanicOrLatino_ResidesInNursingFacilities
Population: Hispanic or Latino & Two or More Races,Count_Person_HispanicOrLatino_TwoOrMoreRaces
Population: Hispanic or Latino & White Alone,Count_Person_HispanicOrLatino_WhiteAlone
Population: Hispanic or Latino & White Alone or In Combination With One or More Other Races,Count_Person_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Female, Houseless",Count_Person_Houseless_Female
"Population: Male, Houseless",Count_Person_Houseless_Male
"Population: Female, Illiterate",Count_Person_Illiterate_Female
"Population: Male, Illiterate",Count_Person_Illiterate_Male
Population: Independent Living Difficulty,Count_Person_IndependentLivingDifficulty
Population: Less Than Primary Education Or Primary Education Or Lower Secondary Education,Count_Person_LessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation
"Population: Less Than Primary Education Or Primary Education Or Lower Secondary Education, Female",Count_Person_LessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Female
"Population: Less Than Primary Education Or Primary Education Or Lower Secondary Education, Male",Count_Person_LessThanPrimaryEducationOrPrimaryEducationOrLowerSecondaryEducation_Male
"Population: Female, Literate",Count_Person_Literate_Female
"Population: Male, Literate",Count_Person_Literate_Male
Population: Male,Count_Person_Male
"Population: Male, Above Poverty Level in The Past 12 Months",Count_Person_Male_AbovePovertyLevelInThePast12Months
"Population: Male, American Indian And Alaska Native Alone or In Combination With One or More Other Races",Count_Person_Male_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Male, American Indian or Alaska Native Alone",Count_Person_Male_AmericanIndianOrAlaskaNativeAlone
"Population: Male, Asian Alone",Count_Person_Male_AsianAlone
"Population: Male, Asian Alone or In Combination With One or More Other Races",Count_Person_Male_AsianAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Male, Asian or Pacific Islander",Count_Person_Male_AsianOrPacificIslander
"Population: Male, Below Poverty Level in The Past 12 Months",Count_Person_Male_BelowPovertyLevelInThePast12Months
"Population: Male, Black or African American Alone",Count_Person_Male_BlackOrAfricanAmericanAlone
"Population: Male, Black or African American Alone or In Combination With One or More Other Races",Count_Person_Male_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Male, Foreign Born",Count_Person_Male_ForeignBorn
"Population: Male, Foreign Born Outside EU28",Count_Person_Male_ForeignBornOutsideEU28
"Population: Male, Foreign Born Within EU28",Count_Person_Male_ForeignBornWithinEU28
"Population: Male, Hispanic or Latino",Count_Person_Male_HispanicOrLatino
"Population: Male, Hispanic or Latino & American Indian And Alaska Native Alone or In Combination With One or More Other Races",Count_Person_Male_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Male, Hispanic or Latino & American Indian or Alaska Native Alone",Count_Person_Male_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone
"Population: Male, Hispanic or Latino & Asian Alone",Count_Person_Male_HispanicOrLatino_AsianAlone
"Population: Male, Hispanic or Latino & Asian Alone or In Combination With One or More Other Races",Count_Person_Male_HispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Male, Hispanic or Latino & Asian or Pacific Islander",Count_Person_Male_HispanicOrLatino_AsianOrPacificIslander
"Population: Male, Hispanic or Latino & Black or African American Alone",Count_Person_Male_HispanicOrLatino_BlackOrAfricanAmericanAlone
"Population: Male, Hispanic or Latino & Black or African American Alone or In Combination With One or More Other Races",Count_Person_Male_HispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Male, Hispanic or Latino & Native Hawaiian And Other Pacific Islander Alone or In Combination With One or More Other Races",Count_Person_Male_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Male, Hispanic or Latino & Native Hawaiian or Other Pacific Islander Alone",Count_Person_Male_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone
"Population: Male, Hispanic or Latino & Two or More Races",Count_Person_Male_HispanicOrLatino_TwoOrMoreRaces
"Population: Male, Hispanic or Latino & White Alone",Count_Person_Male_HispanicOrLatino_WhiteAlone
"Population: Male, Hispanic or Latino & White Alone or In Combination With One or More Other Races",Count_Person_Male_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Male, Income Of 0 To 20 Percentile",Count_Person_Male_IncomeOf0To20Percentile
"Population: Male, Income Of 20 To 40 Percentile",Count_Person_Male_IncomeOf20To40Percentile
"Population: Male, Income Of 40 To 60 Percentile",Count_Person_Male_IncomeOf40To60Percentile
"Population: Male, Income Of 60 To 80 Percentile",Count_Person_Male_IncomeOf60To80Percentile
"Population: Male, Income Of 80 To 100 Percentile",Count_Person_Male_IncomeOf80To100Percentile
"Population: Male, Limited Activity Limitation",Count_Person_Male_LimitedActivityLimitation
"Population: Male, Moderate Activity Limitation",Count_Person_Male_ModerateActivityLimitation
"Population: Male, Native",Count_Person_Male_Native
"Population: Male, Native Hawaiian or Other Pacific Islander Alone",Count_Person_Male_NativeHawaiianAndOtherPacificIslanderAlone
"Population: Male, Native Hawaiian And Other Pacific Islander Alone or In Combination With One or More Other Races",Count_Person_Male_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Male, Native Hawaiian or Other Pacific Islander Alone",Count_Person_Male_NativeHawaiianOrOtherPacificIslanderAlone
"Population: Male, No Activity Limitation",Count_Person_Male_NoActivityLimitation
"Population: Male, Non White",Count_Person_Male_NonWhite
"Population: Male, Normalweight",Count_Person_Male_Normalweight
"Population: Male, Not Hispanic or Latino",Count_Person_Male_NotHispanicOrLatino
"Population: Male, Not Hispanic or Latino & American Indian And Alaska Native Alone or In Combination With One or More Other Races",Count_Person_Male_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Male, Not Hispanic or Latino & American Indian or Alaska Native Alone",Count_Person_Male_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone
"Population: Male, Not Hispanic or Latino & Asian Alone",Count_Person_Male_NotHispanicOrLatino_AsianAlone
"Population: Male, Not Hispanic or Latino & Asian Alone or In Combination With One or More Other Races",Count_Person_Male_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Male, Not Hispanic or Latino & Asian or Pacific Islander",Count_Person_Male_NotHispanicOrLatino_AsianOrPacificIslander
"Population: Male, Not Hispanic or Latino & Black or African American Alone",Count_Person_Male_NotHispanicOrLatino_BlackOrAfricanAmericanAlone
"Population: Male, Not Hispanic or Latino & Black or African American Alone or In Combination With One or More Other Races",Count_Person_Male_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Male, Not Hispanic or Latino & Native Hawaiian And Other Pacific Islander Alone or In Combination With One or More Other Races",Count_Person_Male_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Male, Not Hispanic or Latino & Native Hawaiian or Other Pacific Islander Alone",Count_Person_Male_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone
"Population: Male, Not Hispanic or Latino & Two or More Races",Count_Person_Male_NotHispanicOrLatino_TwoOrMoreRaces
"Population: Male, Not Hispanic or Latino & White Alone",Count_Person_Male_NotHispanicOrLatino_WhiteAlone
"Population: Male, Not Hispanic or Latino & White Alone or In Combination With One or More Other Races",Count_Person_Male_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Male, Obesity",Count_Person_Male_Obesity
"Population: Male, Overweight",Count_Person_Male_Overweight
"Population: Male, Pre Obese",Count_Person_Male_PreObese
"Population: Male, Adult Correctional Facilities",Count_Person_Male_ResidesInAdultCorrectionalFacilities
"Population: Male, College or University Student Housing",Count_Person_Male_ResidesInCollegeOrUniversityStudentHousing
"Population: Male, Group Quarters",Count_Person_Male_ResidesInGroupQuarters
"Population: Male, Institutionalized Group Quarters",Count_Person_Male_ResidesInInstitutionalizedGroupQuarters
"Population: Male, Juvenile Facilities",Count_Person_Male_ResidesInJuvenileFacilities
"Population: Male, Military Quarters or Military Ships",Count_Person_Male_ResidesInMilitaryQuartersOrMilitaryShips
"Population: Male, Noninstitutionalized Group Quarters",Count_Person_Male_ResidesInNoninstitutionalizedGroupQuarters
"Population: Male, Nursing Facilities",Count_Person_Male_ResidesInNursingFacilities
"Population: Male, Severe Activity Limitation",Count_Person_Male_SevereActivityLimitation
"Population: Male, Some Other Race Alone",Count_Person_Male_SomeOtherRaceAlone
"Population: Male, Two or More Races",Count_Person_Male_TwoOrMoreRaces
"Population: Male, Underweight",Count_Person_Male_Underweight
"Population: Male, White Alone",Count_Person_Male_WhiteAlone
"Population: Male, White Alone Not Hispanic or Latino",Count_Person_Male_WhiteAloneNotHispanicOrLatino
"Population: Male, White Alone or In Combination With One or More Other Races",Count_Person_Male_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Male, With Earnings",Count_Person_Male_WithEarnings
Population: Native Hawaiian or Other Pacific Islander Alone,Count_Person_NativeHawaiianAndOtherPacificIslanderAlone
Population: Native Hawaiian And Other Pacific Islander Alone or In Combination With One or More Other Races,Count_Person_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces
Population: Native Hawaiian or Other Pacific Islander Alone,Count_Person_NativeHawaiianOrOtherPacificIslanderAlone
"Population: Native Hawaiian or Other Pacific Islander Alone, Adult Correctional Facilities",Count_Person_NativeHawaiianOrOtherPacificIslanderAlone_ResidesInAdultCorrectionalFacilities
"Population: Native Hawaiian or Other Pacific Islander Alone, College or University Student Housing",Count_Person_NativeHawaiianOrOtherPacificIslanderAlone_ResidesInCollegeOrUniversityStudentHousing
"Population: Native Hawaiian or Other Pacific Islander Alone, Group Quarters",Count_Person_NativeHawaiianOrOtherPacificIslanderAlone_ResidesInGroupQuarters
"Population: Native Hawaiian or Other Pacific Islander Alone, Institutionalized Group Quarters",Count_Person_NativeHawaiianOrOtherPacificIslanderAlone_ResidesInInstitutionalizedGroupQuarters
"Population: Native Hawaiian or Other Pacific Islander Alone, Juvenile Facilities",Count_Person_NativeHawaiianOrOtherPacificIslanderAlone_ResidesInJuvenileFacilities
"Population: Native Hawaiian or Other Pacific Islander Alone, Military Quarters or Military Ships",Count_Person_NativeHawaiianOrOtherPacificIslanderAlone_ResidesInMilitaryQuartersOrMilitaryShips
"Population: Native Hawaiian or Other Pacific Islander Alone, Noninstitutionalized Group Quarters",Count_Person_NativeHawaiianOrOtherPacificIslanderAlone_ResidesInNoninstitutionalizedGroupQuarters
"Population: Native Hawaiian or Other Pacific Islander Alone, Nursing Facilities",Count_Person_NativeHawaiianOrOtherPacificIslanderAlone_ResidesInNursingFacilities
Population: No Disability,Count_Person_NoDisability
"Population: No Disability, Adult Correctional Facilities",Count_Person_NoDisability_ResidesInAdultCorrectionalFacilities
"Population: No Disability, College or University Student Housing",Count_Person_NoDisability_ResidesInCollegeOrUniversityStudentHousing
"Population: No Disability, Group Quarters",Count_Person_NoDisability_ResidesInGroupQuarters
"Population: No Disability, Institutionalized Group Quarters",Count_Person_NoDisability_ResidesInInstitutionalizedGroupQuarters
"Population: No Disability, Noninstitutionalized Group Quarters",Count_Person_NoDisability_ResidesInNoninstitutionalizedGroupQuarters
"Population: No Disability, Nursing Facilities",Count_Person_NoDisability_ResidesInNursingFacilities
Population: No Private Health Insurance,Count_Person_NoPrivateHealthInsurance
Population: No Public Health Insurance,Count_Person_NoPublicHealthInsurance
Population: Non White,Count_Person_NonWhite
"Population: Female, Non Worker",Count_Person_NonWorker_Female
"Population: Male, Non Worker",Count_Person_NonWorker_Male
Population: Normalweight,Count_Person_Normalweight
"Population: Not A Citizen, Female",Count_Person_NotACitizen_Female
"Population: Not A Citizen, Male",Count_Person_NotACitizen_Male
Population: Not Hispanic or Latino,Count_Person_NotHispanicOrLatino
Population: Not Hispanic or Latino & American Indian And Alaska Native Alone or In Combination With One or More Other Races,Count_Person_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces
Population: Not Hispanic or Latino & American Indian or Alaska Native Alone,Count_Person_NotHispanicOrLatino_AmericanIndianOrAlaskaNativeAlone
Population: Not Hispanic or Latino & Asian Alone,Count_Person_NotHispanicOrLatino_AsianAlone
Population: Not Hispanic or Latino & Asian Alone or In Combination With One or More Other Races,Count_Person_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces
Population: Not Hispanic or Latino & Asian or Pacific Islander,Count_Person_NotHispanicOrLatino_AsianOrPacificIslander
Population: Not Hispanic or Latino & Black or African American Alone,Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone
Population: Not Hispanic or Latino & Black or African American Alone or In Combination With One or More Other Races,Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces
Population: Not Hispanic or Latino & Native Hawaiian And Other Pacific Islander Alone or In Combination With One or More Other Races,Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces
Population: Not Hispanic or Latino & Native Hawaiian or Other Pacific Islander Alone,Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone
"Population: Not Hispanic or Latino, Group Quarters",Count_Person_NotHispanicOrLatino_ResidesInGroupQuarters
"Population: Not Hispanic or Latino, Institutionalized Group Quarters",Count_Person_NotHispanicOrLatino_ResidesInInstitutionalizedGroupQuarters
"Population: Not Hispanic or Latino, Noninstitutionalized Group Quarters",Count_Person_NotHispanicOrLatino_ResidesInNoninstitutionalizedGroupQuarters
Population: Not Hispanic or Latino & Two or More Races,Count_Person_NotHispanicOrLatino_TwoOrMoreRaces
Population: Not Hispanic or Latino & White Alone or In Combination With One or More Other Races,Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces
Population: Obesity,Count_Person_Obesity
Population: One Race,Count_Person_OneRace
"Population: One Race, Adult Correctional Facilities",Count_Person_OneRace_ResidesInAdultCorrectionalFacilities
"Population: One Race, College or University Student Housing",Count_Person_OneRace_ResidesInCollegeOrUniversityStudentHousing
"Population: One Race, Group Quarters",Count_Person_OneRace_ResidesInGroupQuarters
"Population: One Race, Institutionalized Group Quarters",Count_Person_OneRace_ResidesInInstitutionalizedGroupQuarters
"Population: One Race, Juvenile Facilities",Count_Person_OneRace_ResidesInJuvenileFacilities
"Population: One Race, Military Quarters or Military Ships",Count_Person_OneRace_ResidesInMilitaryQuartersOrMilitaryShips
"Population: One Race, Noninstitutionalized Group Quarters",Count_Person_OneRace_ResidesInNoninstitutionalizedGroupQuarters
"Population: One Race, Nursing Facilities",Count_Person_OneRace_ResidesInNursingFacilities
Population: Overweight,Count_Person_Overweight
Population Density,Count_Person_PerArea
Population: Poverty Status Determined,Count_Person_PovertyStatusDetermined
"Population: Poverty Status Determined, Group Quarters",Count_Person_PovertyStatusDetermined_ResidesInGroupQuarters
"Population: Poverty Status Determined, Institutionalized Group Quarters",Count_Person_PovertyStatusDetermined_ResidesInInstitutionalizedGroupQuarters
"Population: Poverty Status Determined, Noninstitutionalized Group Quarters",Count_Person_PovertyStatusDetermined_ResidesInNoninstitutionalizedGroupQuarters
Population: Pre Obese,Count_Person_PreObese
"Population: Producer, American Indian or Alaska Native Alone",Count_Person_Producer_AmericanIndianOrAlaskaNativeAlone
"Population: Producer, Asian Alone",Count_Person_Producer_AsianAlone
"Population: Producer, Black or African American Alone",Count_Person_Producer_BlackOrAfricanAmericanAlone
"Population: Producer, Hispanic or Latino",Count_Person_Producer_HispanicOrLatino
"Population: Producer, Native Hawaiian or Other Pacific Islander Alone",Count_Person_Producer_NativeHawaiianOrOtherPacificIslanderAlone
"Population: Producer, Two or More Races",Count_Person_Producer_TwoOrMoreRaces
"Population: Producer, White Alone",Count_Person_Producer_WhiteAlone
"Population: Rural, Below Poverty Level in The Past 12 Months",Count_Person_Rural_BelowPovertyLevelInThePast12Months
"Population: Rural, Below Poverty Level in The Past 12 Months (As Fraction of Count Person Rural)",Count_Person_Rural_BelowPovertyLevelInThePast12Months_AsFractionOf_Count_Person_Rural
"Population: Female, Rural",Count_Person_Rural_Female
"Population: Male, Rural",Count_Person_Rural_Male
"Population: Female, Scheduled Caste",Count_Person_ScheduledCaste_Female
"Population: Male, Scheduled Caste",Count_Person_ScheduledCaste_Male
"Population: Female, Scheduled Tribe",Count_Person_ScheduledTribe_Female
"Population: Male, Scheduled Tribe",Count_Person_ScheduledTribe_Male
Population: Self Care Difficulty,Count_Person_SelfCareDifficulty
"Population: Semi Urban, Female",Count_Person_SemiUrban_Female
"Population: Semi Urban, Male",Count_Person_SemiUrban_Male
Population: Some Other Race Alone,Count_Person_SomeOtherRaceAlone
Population: Some Other Race Alone or In Combination With One or More Other Races,Count_Person_SomeOtherRaceAloneOrInCombinationWithOneOrMoreOtherRaces
"Population: Some Other Race Alone, Adult Correctional Facilities",Count_Person_SomeOtherRaceAlone_ResidesInAdultCorrectionalFacilities
"Population: Some Other Race Alone, College or University Student Housing",Count_Person_SomeOtherRaceAlone_ResidesInCollegeOrUniversityStudentHousing
"Population: Some Other Race Alone, Group Quarters",Count_Person_SomeOtherRaceAlone_ResidesInGroupQuarters
"Population: Some Other Race Alone, Institutionalized Group Quarters",Count_Person_SomeOtherRaceAlone_ResidesInInstitutionalizedGroupQuarters
"Population: Some Other Race Alone, Juvenile Facilities",Count_Person_SomeOtherRaceAlone_ResidesInJuvenileFacilities
"Population: Some Other Race Alone, Military Quarters or Military Ships",Count_Person_SomeOtherRaceAlone_ResidesInMilitaryQuartersOrMilitaryShips
"Population: Some Other Race Alone, Noninstitutionalized Group Quarters",Count_Person_SomeOtherRaceAlone_ResidesInNoninstitutionalizedGroupQuarters
"Population: Some Other Race Alone, Nursing Facilities",Count_Person_SomeOtherRaceAlone_ResidesInNursingFacilities
Population: Tertiary Education,Count_Person_TertiaryEducation
Population: Tertiary Education Stage One Or Tertiary Education Stage Two,Count_Person_TertiaryEducationStageOneOrTertiaryEducationStageTwo
"Population: Tertiary Education Stage One Or Tertiary Education Stage Two, Female",Count_Person_TertiaryEducationStageOneOrTertiaryEducationStageTwo_Female
"Population: Tertiary Education Stage One Or Tertiary Education Stage Two, Male",Count_Person_TertiaryEducationStageOneOrTertiaryEducationStageTwo_Male
"Population: Tertiary Education, Female",Count_Person_TertiaryEducation_Female
"Population: Tertiary Education, Male",Count_Person_TertiaryEducation_Male
Population: Two or More Races,Count_Person_TwoOrMoreRaces
"Population: Two or More Races, Adult Correctional Facilities",Count_Person_TwoOrMoreRaces_ResidesInAdultCorrectionalFacilities
"Population: Two or More Races, College or University Student Housing",Count_Person_TwoOrMoreRaces_ResidesInCollegeOrUniversityStudentHousing
"Population: Two or More Races, Group Quarters",Count_Person_TwoOrMoreRaces_ResidesInGroupQuarters
"Population: Two or More Races, Institutionalized Group Quarters",Count_Person_TwoOrMoreRaces_ResidesInInstitutionalizedGroupQuarters
"Population: Two or More Races, Juvenile Facilities",Count_Person_TwoOrMoreRaces_ResidesInJuvenileFacilities
"Population: Two or More Races, Military Quarters or Military Ships",Count_Person_TwoOrMoreRaces_ResidesInMilitaryQuartersOrMilitaryShips
"Population: Two or More Races, Noninstitutionalized Group Quarters",Count_Person_TwoOrMoreRaces_ResidesInNoninstitutionalizedGroupQuarters
"Population: Two or More Races, Nursing Facilities",Count_Person_TwoOrMoreRaces_ResidesInNursingFacilities
Population: Underweight,Count_Person_Underweight
Population: Upper Secondary Education Or Post Secondary Non Tertiary Education,Count_Person_UpperSecondaryEducationOrPostSecondaryNonTertiaryEducation
"Population: Upper Secondary Education Or Post Secondary Non Tertiary Education, Female",Count_Person_UpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female
"Population: Upper Secondary Education Or Post Secondary Non Tertiary Education, Male",Count_Person_UpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Male
"Population: Urban, Below Poverty Level in The Past 12 Months",Count_Person_Urban_BelowPovertyLevelInThePast12Months
"Population: Urban, Below Poverty Level in The Past 12 Months (As Fraction of Count Person Urban)",Count_Person_Urban_BelowPovertyLevelInThePast12Months_AsFractionOf_Count_Person_Urban
"Population: Female, Urban",Count_Person_Urban_Female
"Population: Male, Urban",Count_Person_Urban_Male
Population: Vision Difficulty,Count_Person_VisionDifficulty
Population: White Alone,Count_Person_WhiteAlone
Population: White Alone Not Hispanic or Latino,Count_Person_WhiteAloneNotHispanicOrLatino
"Population: White Alone Not Hispanic or Latino, Adult Correctional Facilities",Count_Person_WhiteAloneNotHispanicOrLatino_ResidesInAdultCorrectionalFacilities
"Population: White Alone Not Hispanic or Latino, College or University Student Housing",Count_Person_WhiteAloneNotHispanicOrLatino_ResidesInCollegeOrUniversityStudentHousing
"Population: White Alone Not Hispanic or Latino, Group Quarters",Count_Person_WhiteAloneNotHispanicOrLatino_ResidesInGroupQuarters
